"Name","Category","geometry"
"King of Falafel & Shawarma","Fast Food",c(-73.9728482, 40.7592265)
"Angry Deekin BBQ","Fast Food",c(-75.1551823, 39.96186)
"Qdoba","Fast Food",c(-75.5412651, 39.8337105)
"Auntie Anne's","Fast Food",c(-75.5409754, 39.8336631)
"Jamba","Fast Food",c(-75.5408815, 39.8336487)
"Sobremesa Cocina Mexicana","Fast Food",c(-73.9485838, 40.750076)
"Yoi Ramen & Tea","Fast Food",c(-73.9772252, 40.7432613)
"BGR Bloomfield","Fast Food",c(-74.1976162, 40.7955209)
"Blossom Ice Cream Poke Bowl","Fast Food",c(-73.9917159, 40.689306)
"E&E Gourmet Express","Fast Food",c(-75.1559235, 39.9799829)
"Fresh Fruit Salad & Smoothie","Fast Food",c(-75.1557856, 39.9799679)
"Tabletime","Fast Food",c(-73.9802104, 40.7529992)
"Dunkin'","Fast Food",c(-74.6505629, 40.6795805)
"Subway","Fast Food",c(-74.0090617, 40.7093522)
"Checkers","Fast Food",c(-73.9629677, 40.6496037)
"Brooklyn Pizza II","Fast Food",c(-73.962804, 40.6494415)
"4 Boy 99¢ Pizza","Fast Food",c(-73.994249, 40.7499168)
"Juice Me Organics","Fast Food",c(-74.1199069, 41.0104984)
"Divine Express","Fast Food",c(-73.9611025, 40.6802125)
"New Dragon Palace","Fast Food",c(-73.9753455, 40.6965854)
"Dunkin'","Fast Food",c(-74.0089218, 40.7103387)
"Court Street Grocers","Fast Food",c(-73.99849, 40.7288374)
"Boston Market","Fast Food",c(-74.0621372, 40.3161048)
"Manhattan Bagel","Fast Food",c(-75.3221873, 39.9742179)
"Jalapa Jar","Fast Food",c(-73.9709466, 40.6983639)
"Hungy House","Fast Food",c(-73.9709359, 40.6985067)
"Pizza Yard","Fast Food",c(-73.9709253, 40.6986496)
"Sabor","Fast Food",c(-73.9709572, 40.6982211)
"The Waffle Box","Fast Food",c(-73.9823885, 40.6922287)
"United Fried Chicken","Fast Food",c(-73.9383984, 40.8221072)
"Boulevard Drinks","Fast Food",c(-74.0643116, 40.731914)
"The Halal Guys","Fast Food",c(-75.1998311, 39.9552621)
"Basile's Pizza","Fast Food",c(-74.0427213, 40.7201147)
"Super Hero Sub Shop","Fast Food",c(-74.0805652, 40.7286465)
"Dunkin'","Fast Food",c(-74.0689322, 40.7250228)
"Sauce Pizzeria","Fast Food",c(-73.9958286, 40.7518526)
"EAK Ramen","Fast Food",c(-73.9958774, 40.7517906)
"Jacob's Pickels","Fast Food",c(-73.995919, 40.7517384)
"Naya","Fast Food",c(-73.9959678, 40.7516764)
"Maman","Fast Food",c(-73.9956291, 40.7516134)
"Burger Joint","Fast Food",c(-73.995543, 40.7517569)
"Chopt","Fast Food",c(-73.9956291, 40.7518482)
"Pressed Juicery","Fast Food",c(-73.995203, 40.75163)
"Vesuvio","Fast Food",c(-73.9950135, 40.7515526)
"Poke Zest","Fast Food",c(-73.9509798, 40.7238629)
"White Castle","Fast Food",c(-74.0174114, 41.0989914)
"Zuzanna's Gourmet","Fast Food",c(-74.6232702, 40.8603115)
"Macho Nacho","Fast Food",c(-74.4827063, 40.8041059)
"The Habit Burger Grill","Fast Food",c(-75.4042849, 40.0850651)
"Sticky's finger joint","Fast Food",c(-74.6143422, 40.5828254)
"Masker's Snack Bar","Fast Food",c(-74.3494895, 41.2408435)
"Dunkin'","Fast Food",c(-74.4340926, 40.4981876)
"The Dugout","Fast Food",c(-74.4663706, 40.7810197)
"Proong Noodle Bar","Fast Food",c(-73.9799887, 40.7352297)
"Birria L.E.S.","Fast Food",c(-73.9882629, 40.7286941)
"Burger King","Fast Food",c(-73.9621957, 40.6104827)
"Black Seed Bagels","Fast Food",c(-73.9617806, 40.7162116)
"McDonald's","Fast Food",c(-74.0430358, 40.7198283)
"Chick-fil-A","Fast Food",c(-73.9914715, 40.7515314)
"Subway","Fast Food",c(-74.4836234, 40.487918)
"Duck Donuts","Fast Food",c(-75.5582729, 40.5863034)
"Moe's Southwest Grill","Fast Food",c(-75.5587356, 40.5859686)
"Jamba","Fast Food",c(-75.5588171, 40.5859983)
"Jersey Mike's Subs","Fast Food",c(-75.561016, 40.5884183)
"Kennedy Fried Chicken","Fast Food",c(-73.8992193, 40.8593221)
"Dunkin'","Fast Food",c(-73.8985709, 40.8590934)
"Lupitas","Fast Food",c(-73.8987237, 40.8588524)
"Popeyes","Fast Food",c(-73.9011762, 40.8560765)
"Madhufalla Organics","Fast Food",c(-73.9967853, 40.7209177)
"Best Italian Pizza","Fast Food",c(-73.8968509, 40.8622736)
"Tacos El Chuleton","Fast Food",c(-73.8982367, 40.8597078)
"KFC","Fast Food",c(-74.0012815, 40.7192028)
"Los Tacos Hermanos","Fast Food",c(-74.0048984, 40.7213158)
"Juice Generation Bedford Ave","Fast Food",c(-73.9587906, 40.7170004)
"Dunkin'","Fast Food",c(-73.9024793, 40.8601135)
"Subway","Fast Food",c(-73.9012396, 40.8622375)
"7th Street Burger","Fast Food",c(-74.0007048, 40.7295683)
"Cinnabon","Fast Food",c(-75.558055, 40.5742492)
"M20 Burger","Fast Food",c(-75.2741869, 40.0017399)
"Bokki","Fast Food",c(-73.9884368, 40.6925266)
"Chopped Cheese & Grill","Fast Food",c(-73.9033421, 40.862896)
"Wanpo Tea Shop","Fast Food",c(-73.9857351, 40.6920718)
"Juice & More","Fast Food",c(-73.9863636, 40.5765812)
"Domino's","Fast Food",c(-73.9069798, 40.8545284)
"Taco Bell","Fast Food",c(-73.9074199, 40.8534531)
"Subway","Fast Food",c(-73.9070179, 40.8539386)
"Kennedy","Fast Food",c(-73.9023958, 40.854479)
"Qdoba","Fast Food",c(-75.3252094, 40.0246533)
"Domino's","Fast Food",c(-75.3267258, 40.0257404)
"Bagel Works","Fast Food",c(-73.9587823, 40.7643097)
"Dunkin'","Fast Food",c(-74.9180395, 40.632704)
"Crab Bros Cajun Seafood Express","Fast Food",c(-73.9297366, 40.6854892)
"Krazy Chicken & Pizza","Fast Food",c(-73.9286925, 40.681804)
"Caroline's Donuts","Fast Food",c(-73.9228487, 40.6827902)
"Zam Zam Halal","Fast Food",c(-73.9174055, 40.6831499)
"Flamin' Chicken & Pizza","Fast Food",c(-73.9149283, 40.6856143)
"Louie's Gyros","Fast Food",c(-74.0287308, 40.6295802)
"Dunkin'","Fast Food",c(-74.587701, 41.1869277)
"Wize Guys","Fast Food",c(-74.1459059, 40.8910107)
"Gyro King","Fast Food",c(-74.0277649, 40.6319506)
"Bora Bora Juice","Fast Food",c(-74.027615, 40.6323506)
"La Jugueria","Fast Food",c(-74.0179563, 40.6409928)
"Domino's","Fast Food",c(-73.9854116, 40.8655393)
"Taco Bell","Fast Food",c(-75.1524382, 40.6862194)
"Chick-fil-A","Fast Food",c(-75.1511261, 40.6846364)
"Wonder","Fast Food",c(-73.9822061, 40.6873422)
"Jupioca","Fast Food",c(-73.9122132, 40.6999792)
"McDonald's","Fast Food",c(-74.2251146, 40.7382755)
"Chipotle","Fast Food",c(-73.9533788, 40.8220122)
"Dunkin'","Fast Food",c(-74.1254841, 40.719398)
"Sugarcane Daddy","Fast Food",c(-73.9996966, 40.716749)
"Charm Thai Express","Fast Food",c(-73.9561495, 40.8138643)
"PokéBowl Station","Fast Food",c(-74.1113915, 40.5714874)
"SoBol Acai Bowls","Fast Food",c(-74.1129, 40.5720116)
"Chick N' Burger","Fast Food",c(-74.1124607, 40.5717696)
"Fresh Tortillas Tex-Mexican Food","Fast Food",c(-74.1123591, 40.571726)
"Wing World","Fast Food",c(-74.1114678, 40.5712492)
"Maharaja Palace","Fast Food",c(-73.9563955, 40.8033615)
"Don Paco Lopez","Fast Food",c(-74.010767, 40.647879)
"Taco Bell","Fast Food",c(-74.1633065, 40.5921116)
"Papa John's","Fast Food",c(-74.6377914, 40.5737767)
"La Rosa Chicken & Grill","Fast Food",c(-74.2368325, 40.5216206)
"Arlee's Raw Blends","Fast Food",c(-74.6601631, 40.3502243)
"Playa Bowls","Fast Food",c(-74.6609891, 40.3509566)
"Just Salad","Fast Food",c(-73.9788499, 40.7607496)
"Moe's Southwest Grill","Fast Food",c(-74.4785494, 40.8934591)
"Desi Stop","Fast Food",c(-73.9894084, 40.72653)
"8-Bit Bites","Fast Food",c(-73.9893763, 40.7265742)
"Mimi Cheng's","Fast Food",c(-73.9863523, 40.73075)
"Mochimoly","Fast Food",c(-74.3055197, 40.7244968)
"Domino's","Fast Food",c(-74.3226494, 40.0136874)
"Sushi Gallery","Fast Food",c(-73.9933083, 40.6976226)
"Dunkin'","Fast Food",c(-74.7249241, 40.6118062)
"Sunset Bagels","Fast Food",c(-74.0097465, 40.6454578)
"Nieves Tia Mimi Deli","Fast Food",c(-74.0086901, 40.6464437)
"Xochil Pizzeria","Fast Food",c(-74.0081578, 40.6469701)
"CHF Restaurant","Fast Food",c(-74.0128043, 40.6424991)
"La Tienda","Fast Food",c(-74.0089215, 40.6459591)
"La Guadelupe","Fast Food",c(-74.009269, 40.6459049)
"Johnny's Pizza","Fast Food",c(-74.015291, 40.6405347)
"Maya’s Snack Bar","Fast Food",c(-74.0122172, 40.6430769)
"Dunkin'","Fast Food",c(-74.0018147, 40.7929478)
"The Atlantis Juice Bar","Fast Food",c(-73.9606844, 40.6586429)
"Golden Krust","Fast Food",c(-73.96077, 40.6597924)
"Silver Rice","Fast Food",c(-73.9603932, 40.6596551)
"Moe's Pastrami & Burger","Fast Food",c(-73.9604099, 40.6598139)
"Mezza Luna","Fast Food",c(-74.1673861, 40.3647111)
"Sunset Bagels","Fast Food",c(-74.0268247, 40.6210054)
"MrBeast Burger","Fast Food",c(-74.0696391, 40.808732)
"Federal Donuts South Street","Fast Food",c(-75.152241, 39.9418954)
"KFC","Fast Food",c(-74.1370475, 40.6245554)
"Boston Market","Fast Food",c(-74.1374201, 40.6245486)
"Little Caesars","Fast Food",c(-74.4538523, 40.4675007)
"Rowdy Rooster","Fast Food",c(-73.9849443, 40.7284097)
"Paquito's","Fast Food",c(-73.985166, 40.7280939)
"Pink's Cantina","Fast Food",c(-73.9918972, 40.7223163)
"Brooklyn Dumpling Shop","Fast Food",c(-73.9855439, 40.7275808)
"Little Kirin","Fast Food",c(-73.985483, 40.7278071)
"Vegan Grill","Fast Food",c(-73.9866261, 40.7280168)
"Tom's Juice","Fast Food",c(-73.9902552, 40.7266459)
"Sushi by M","Fast Food",c(-73.9902882, 40.7266625)
"Garden Deli and Grill","Fast Food",c(-73.9925028, 40.8641411)
"Taco Bell","Fast Food",c(-73.9973324, 40.9122783)
"Panera Bread","Fast Food",c(-73.9889633, 40.8827283)
"Auntie Anne's","Fast Food",c(-74.9637866, 39.9435537)
"Chick'n Chuck","Fast Food",c(-74.0640555, 41.1068049)
"Dunkin","Fast Food",c(-74.2321029, 40.8249901)
"Dunkin'","Fast Food",c(-73.9638559, 40.6490047)
"Bebe Fritay","Fast Food",c(-73.9631355, 40.6490969)
"Mallenche Mexican Grill","Fast Food",c(-73.9642922, 40.6490993)
"China Dragon","Fast Food",c(-73.9644617, 40.649039)
"Jauja Mexican Kitchen","Fast Food",c(-73.9598079, 40.6562119)
"Capriotti's Sandwich Shop","Fast Food",c(-75.5268833, 40.054217)
"Clean Juice","Fast Food",c(-75.5267975, 40.0537222)
"Dunkin'","Fast Food",c(-74.4998279, 39.4672482)
"Burger King","Fast Food",c(-74.977174, 40.7391546)
"Subway","Fast Food",c(-74.1928473, 40.5529942)
"Subway","Fast Food",c(-73.9939735, 40.7671028)
"Popeyes","Fast Food",c(-73.940485, 40.5920706)
"Lotus Vegetarian","Fast Food",c(-73.9571185, 40.6506013)
"Dunkin'","Fast Food",c(-74.2637074, 40.6051021)
"Playa Bowls","Fast Food",c(-75.1147268, 39.7069888)
"Moss Vegan Bistro","Fast Food",c(-73.9605041, 40.6607496)
"New Golden Restaurant","Fast Food",c(-73.9603768, 40.659402)
"Hai Sun","Fast Food",c(-73.9601398, 40.6575622)
"Kestane Kebab","Fast Food",c(-73.9578749, 40.7326188)
"Skyline Deli","Fast Food",c(-73.9921303, 40.7638809)
"Pret A Manger","Fast Food",c(-73.9778633, 40.7627535)
"Kracklaw","Fast Food",c(-73.9596378, 40.6554536)
"Good Hope Restaurant & Bakery","Fast Food",c(-73.9597205, 40.6558328)
"Fisherman's Cove","Fast Food",c(-73.9605498, 40.6552376)
"El Jefe Park","Fast Food",c(-73.9606838, 40.6551847)
"Be Juice","Fast Food",c(-73.9919937, 40.7345599)
"Jimmy John's","Fast Food",c(-74.0378986, 40.7218667)
"Eva's x Cinco de Mayo","Fast Food",c(-73.9767093, 40.7625227)
"Domino's","Fast Food",c(-73.9593381, 40.6538995)
"The Patty Shop","Fast Food",c(-73.95946, 40.6545417)
"Peppa's Jerk Chicken","Fast Food",c(-73.9598946, 40.6549839)
"Juice & Tings","Fast Food",c(-73.9599391, 40.6551987)
"Zen Vegetarian House","Fast Food",c(-73.9593489, 40.6539512)
"La Placita Oxaqueña","Fast Food",c(-73.9546029, 40.6948824)
"F1rst","Fast Food",c(-73.9567291, 40.6872423)
"Dunkin'","Fast Food",c(-74.1217995, 40.6086387)
"Gingerbread House Snack Bar","Fast Food",c(-74.591536, 39.4231956)
"Urban Hawker","Fast Food",c(-73.9822741, 40.7609866)
"Chipotle","Fast Food",c(-73.9833202, 40.7527144)
"Panera Bread","Fast Food",c(-75.2836654, 40.0034562)
"honeygrow","Fast Food",c(-75.2835274, 40.0033738)
"Jay Deli","Fast Food",c(-73.9129744, 40.7151028)
"Mami Ysabel","Fast Food",c(-73.9130449, 40.7150507)
"New Taste Restaurant","Fast Food",c(-73.9132875, 40.7148714)
"Just Salad","Fast Food",c(-73.9757038, 40.6820177)
"Village Donut Shop","Fast Food",c(-74.3872968, 40.1075786)
"Burger By Day","Fast Food",c(-73.9943311, 40.7184239)
"The Chippery","Fast Food",c(-73.9866756, 40.7260446)
"Donut Shoppe","Fast Food",c(-73.956219, 40.598976)
"J & M Pizza II","Fast Food",c(-73.9574819, 40.5988389)
"Trio Ristorante","Fast Food",c(-73.9523266, 40.5994092)
"Panera Bread","Fast Food",c(-74.1811127, 40.4188672)
"Mamacita Comida","Fast Food",c(-73.950631, 40.6864436)
"Texas Star","Fast Food",c(-73.9438453, 40.8255982)
"Branson Got Juice!","Fast Food",c(-73.9438716, 40.8255623)
"Jen's Roti Shop","Fast Food",c(-73.9593042, 40.6520042)
"China Thai","Fast Food",c(-73.9586874, 40.6509868)
"Dunkin'","Fast Food",c(-73.9586401, 40.6508242)
"Chipotle","Fast Food",c(-73.9777872, 40.6711989)
"Ali's Roti Shop","Fast Food",c(-73.9590631, 40.6525249)
"Falafel House","Fast Food",c(-73.9695179, 40.6932414)
"Chipotle","Fast Food",c(-73.9702227, 40.6930279)
"Snoothie King","Fast Food",c(-73.9700737, 40.6930218)
"Dunkin'","Fast Food",c(-74.2149313, 40.6461264)
"Chipotle","Fast Food",c(-73.9184296, 40.7594327)
"Chipotle","Fast Food",c(-73.9530097, 40.680453)
"Dunkin'","Fast Food",c(-74.2116233, 40.644526)
"Prince Pizza","Fast Food",c(-73.9610082, 40.5984633)
"Tortilleria Guadalupe de Taqueria","Fast Food",c(-74.0138633, 40.6414919)
"El Quetzalito","Fast Food",c(-74.0133206, 40.6420185)
"Feliz Tea House","Fast Food",c(-74.0149408, 40.6408835)
"Taste of China","Fast Food",c(-74.0144768, 40.6409075)
"New Leader Halal Meat","Fast Food",c(-74.0204538, 40.6352757)
"On A Roll","Fast Food",c(-74.1106384, 40.5661177)
"Sweetgreen","Fast Food",c(-75.1571253, 39.9483406)
"Sunset Ridge Cafe & Grill","Fast Food",c(-74.0164519, 40.6398027)
"Ruzana","Fast Food",c(-74.026039, 40.6222447)
"Dunkin'","Fast Food",c(-74.7429781, 40.995735)
"Popeyes","Fast Food",c(-73.9921001, 40.7351871)
"Subway","Fast Food",c(-73.911671, 40.6837729)
"Crown Fried Chicken","Fast Food",c(-74.2150255, 40.6466562)
"Sweetgreen","Fast Food",c(-73.9425436, 40.7474269)
"Beatnic","Fast Food",c(-73.979009, 40.7577967)
"Firehouse Subs","Fast Food",c(-74.1770356, 40.6883159)
"Greenfeld's","Fast Food",c(-73.9580252, 40.7038318)
"Jules Thin Crust","Fast Food",c(-75.293975, 40.0097841)
"Italia Pizza","Fast Food",c(-73.9789578, 40.6051751)
"Chipotle","Fast Food",c(-73.9998283, 40.7335703)
"99¢ Fresh Pizza","Fast Food",c(-73.9996161, 40.7332307)
"Dragon Tea","Fast Food",c(-73.9915381, 40.6892432)
"Kura Sushi","Fast Food",c(-74.4064729, 40.5127402)
"Antonitos Mexicanos","Fast Food",c(-74.0154211, 40.6404033)
"Papa John's","Fast Food",c(-74.0152446, 40.6405768)
"Royal King's Pizza","Fast Food",c(-74.0116748, 40.643599)
"Antonitos Mexicanos","Fast Food",c(-74.0160179, 40.639813)
"Classic Arepas","Fast Food",c(-73.9979481, 40.733033)
"Jersey Mike's Subs","Fast Food",c(-74.1600364, 40.7597002)
"Federal Donuts","Fast Food",c(-75.1691479, 39.9562399)
"Popeyes","Fast Food",c(-75.166407, 39.9510193)
"Jersey Mike's Subs","Fast Food",c(-74.1124494, 41.1125949)
"Burger King","Fast Food",c(-74.1046593, 41.111943)
"Dunkin'","Fast Food",c(-74.1042743, 41.1120235)
"Pasquale","Fast Food",c(-74.1529488, 41.1158287)
"Domino's","Fast Food",c(-74.1529593, 41.1162964)
"Dunkin'","Fast Food",c(-74.1518398, 41.1157959)
"Taim","Fast Food",c(-73.9852844, 40.6895896)
"Fatburger","Fast Food",c(-75.0261218, 39.9404426)
"Dad's Deli","Fast Food",c(-74.0070633, 40.6743381)
"Bay Ridge House of Wings","Fast Food",c(-74.031927, 40.621771)
"CooCooCachoo","Fast Food",c(-73.9416184, 40.7475698)
"Uptown Veg 2","Fast Food",c(-73.9445738, 40.8095139)
"Star of David","Fast Food",c(-75.2618834, 40.0117644)
"Wingstop","Fast Food",c(-75.2538303, 40.6888323)
"New York Bagels & Deli","Fast Food",c(-75.2526291, 40.6897109)
"Jimmy's Hot Dogs","Fast Food",c(-75.2519971, 40.68975)
"Popeyes","Fast Food",c(-74.2356322, 40.5204808)
"Manhattan Bagel","Fast Food",c(-75.2598576, 40.0110936)
"Rocco Pizza III","Fast Food",c(-73.940661, 40.6827492)
"Dunkin'","Fast Food",c(-74.1480179, 40.6246713)
"Wingstop","Fast Food",c(-74.1472034, 40.6244069)
"Dunkin'","Fast Food",c(-75.4700618, 41.1052816)
"Popeyes","Fast Food",c(-74.167334, 40.6276953)
"Burger King","Fast Food",c(-74.1684727, 40.6280229)
"Taco Bell","Fast Food",c(-74.1684541, 40.6282204)
"DQ Grill & Chill","Fast Food",c(-74.156051, 40.626187)
"Planet Wings","Fast Food",c(-74.1633472, 40.6262408)
"Dunkin'","Fast Food",c(-74.1637511, 40.6264997)
"Subway","Fast Food",c(-74.164426, 40.626336)
"Burger King","Fast Food",c(-74.1442897, 40.6246127)
"Subway","Fast Food",c(-74.145218, 40.6251972)
"Victorio's Pizza","Fast Food",c(-73.9442969, 40.8236682)
"Sugar Hill Fish Place","Fast Food",c(-73.9442446, 40.8236462)
"Kingston Bakery","Fast Food",c(-73.9441951, 40.8236254)
"Philly Pretzel Factory","Fast Food",c(-75.2260456, 39.744373)
"Yummy 88","Fast Food",c(-73.9260583, 40.7007508)
"Dunkin'","Fast Food",c(-73.9564694, 40.7785467)
"Dunkin'","Fast Food",c(-74.2218194, 40.5484543)
"El Arcoiris 2","Fast Food",c(-74.0150161, 40.6403943)
"Long River","Fast Food",c(-74.017045, 40.6388483)
"Dunkin'","Fast Food",c(-74.0205197, 40.6342154)
"Elegante Pizzeria","Fast Food",c(-74.0213762, 40.6330028)
"Pete's Pizzeria","Fast Food",c(-74.0281675, 40.630941)
"Panera Bread","Fast Food",c(-73.9539697, 40.7791694)
"Birria-Landia","Fast Food",c(-73.8885518, 40.7472312)
"Tori Bien","Fast Food",c(-73.9884493, 40.7295936)
"Krispy Kreme","Fast Food",c(-73.9849637, 40.7603024)
"Burgers on B","Fast Food",c(-73.979771, 40.7272434)
"Dunkin'","Fast Food",c(-75.2956763, 40.0096676)
"Empanada Mama","Fast Food",c(-73.982652, 40.7315527)
"Bagel Villa","Fast Food",c(-74.0218114, 40.6310842)
"Subway","Fast Food",c(-73.9581647, 40.8152329)
"Little Italy Pizza","Fast Food",c(-73.9376919, 40.6981885)
"King's Kitchen","Fast Food",c(-73.9368401, 40.6912017)
"99¢ Supreme Pizza","Fast Food",c(-73.9496747, 40.6802701)
"Chipotle","Fast Food",c(-73.9091359, 40.7263206)
"Jersey Mike's Subs","Fast Food",c(-73.9090841, 40.7263615)
"Smashburger","Fast Food",c(-73.9087894, 40.7265948)
"New Maurice Deli","Fast Food",c(-73.9086931, 40.7259664)
"Dunkin'","Fast Food",c(-74.598963, 40.962322)
"Manhattan Beach Pizza","Fast Food",c(-73.9380957, 40.5785818)
"China Pagoda","Fast Food",c(-74.021334, 40.6331029)
"Dixy Chicken & Grill","Fast Food",c(-74.022872, 40.6293464)
"M&M Deli and Catering","Fast Food",c(-74.0225857, 40.6286016)
"Dunkin'","Fast Food",c(-74.0227292, 40.6288431)
"Subway","Fast Food",c(-74.0227047, 40.6289009)
"Bay Ridge Pizza","Fast Food",c(-74.023467, 40.6278872)
"Rocco's","Fast Food",c(-74.0238835, 40.6268792)
"Hing Wong","Fast Food",c(-74.0242299, 40.626033)
"Tacos Por Favor","Fast Food",c(-74.0245562, 40.6243503)
"Broadway Gourmet Deli","Fast Food",c(-73.9971149, 40.7248002)
"Sonic","Fast Food",c(-73.9278914, 40.7439371)
"Shake Shack","Fast Food",c(-73.960548, 40.7173725)
"Dunkin'","Fast Food",c(-75.3146016, 40.2685362)
"McDonald's","Fast Food",c(-73.8910655, 40.8202572)
"Chicken N Waffles","Fast Food",c(-73.9938383, 40.7570756)
"Luzzo's La Pizza Napoletana","Fast Food",c(-73.9525525, 40.7839055)
"Chipotle","Fast Food",c(-74.2489058, 40.8039434)
"bb.q Chicken","Fast Food",c(-73.9770229, 40.6817291)
"Tex's Chicken & Burgers","Fast Food",c(-73.9607832, 40.6499919)
"Poke Bros","Fast Food",c(-75.5428385, 39.8665569)
"Dunkin'","Fast Food",c(-74.0895599, 40.8619037)
"Sticky's","Fast Food",c(-73.9920679, 40.7588841)
"Taqueria Cecilio","Fast Food",c(-73.9770021, 40.6830586)
"China Garden","Fast Food",c(-73.8925078, 40.6803618)
"Golden Krust","Fast Food",c(-73.9004202, 40.6764089)
"Vocelli Pizza","Fast Food",c(-74.7330255, 40.2525021)
"Dunkin'","Fast Food",c(-74.7331934, 40.2523189)
"Wetzel's Pretzels","Fast Food",c(-74.0747605, 40.6449247)
"Central Market New York","Fast Food",c(-74.0128989, 40.7012352)
"Chipotle","Fast Food",c(-74.011655, 40.7025162)
"Inday","Fast Food",c(-74.0116353, 40.7024446)
"Pizza on the Point","Fast Food",c(-73.9119565, 40.5613523)
"Five Guys","Fast Food",c(-74.3849879, 40.4292938)
"Dunkin'","Fast Food",c(-74.3853345, 40.4314968)
"Smoothie King","Fast Food",c(-74.3138188, 40.6319695)
"Los Carnales","Fast Food",c(-73.9771721, 40.6811631)
"Little Italy Pizza","Fast Food",c(-73.967534, 40.7605814)
"PLNT BURGER","Fast Food",c(-73.9896744, 40.7337252)
"La Guadalupana Pizzaria","Fast Food",c(-73.9005644, 40.9236828)
"Dunkin'","Fast Food",c(-73.9114918, 40.6726108)
"The Casbah","Fast Food",c(-73.981754, 40.7737458)
"Dunkin'","Fast Food",c(-74.1737926, 40.8534352)
"Dunkin'","Fast Food",c(-74.3556758, 40.3571302)
"DQ Grill & Chill","Fast Food",c(-75.4293851, 38.9616604)
"Chipotle","Fast Food",c(-74.0124905, 41.0975336)
"Shake Shack","Fast Food",c(-74.0122535, 41.0974725)
"Manhattan Bagel","Fast Food",c(-75.170355, 39.9508111)
"McDonald's","Fast Food",c(-73.985331, 40.7577347)
"Qdoba","Fast Food",c(-74.3944083, 40.5072701)
"Smoothie King","Fast Food",c(-74.3911746, 40.5086831)
"Subway","Fast Food",c(-75.2082421, 39.9583015)
"F&F Pizzeria","Fast Food",c(-73.9981534, 40.6773145)
"Domino's","Fast Food",c(-75.240365, 40.0051893)
"Singas Famous Pizza","Fast Food",c(-73.9506894, 40.7108676)
"Burger King","Fast Food",c(-73.9261174, 40.8641174)
"United Sandwiches of America","Fast Food",c(-74.0178016, 40.6776219)
"Chopped Cheese","Fast Food",c(-73.9453853, 40.8074502)
"Subway","Fast Food",c(-74.636255, 41.0372023)
"Juice Press","Fast Food",c(-75.2899611, 40.0085343)
"Primo Hoagies","Fast Food",c(-75.2938379, 40.0099353)
"Clean Juice","Fast Food",c(-75.2731941, 40.0014204)
"Il Cantuccio Pizzeria Restaurant","Fast Food",c(-73.9515459, 40.7824873)
"Five Guys","Fast Food",c(-74.070078, 40.8076761)
"Veganish","Fast Food",c(-75.163672, 39.9629509)
"Yiwanmen","Fast Food",c(-73.9962605, 40.7193224)
"El Gallo","Fast Food",c(-73.9959003, 40.7200019)
"bbq Chicken","Fast Food",c(-74.4081424, 40.5132224)
"LaVista Pizza","Fast Food",c(-73.9650893, 40.7599128)
